index,SHA256,Category,accelerometer,accelerometer_uncalibrated,ambient_temperature,device_private_base,game_rotation_vector,geomagnetic_rotation_vector,gravity,gyroscope,gyroscope_uncalibrated,heart_beat,heart_rate,hinge_angle,light,linear_acceleration,low_latency_offbody_detect,magnetic_field,magnetic_field_uncalibrated,motion_detect,orientation,pose_6dof,pressure,proximity,relative_humidity,rotation_vector,significant_motion,stationary_detect,step_counter,step_detector,temperature
3165,41347C8C2BC37E0DBDDA0F3343CCFA0C5A62DB802586ABF1AE9083B483111B2B,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,41459046CA15EFDF7DA7A1CDE37FE9914B63507AFAEFF0C9412A790840A3D534,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,414823039042F7238B69D9B419B9387DE8522D75D48A8E1423662551D16A7E26,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,4154F44D0008E87E596B6FEEF3417E9BFDF3BE4D3EFABB87CEEFDEBDBCD90A00,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,41585E97B366069F4C87786AFE6EE06109ED52279EC113FC531C261BDD67139B,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,41C8DD4213AD2B02ED56D6A5994BF487E3AB38BDD63D0FA1CDFA7AB75F716E06,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,41DF08D5EA49E9F91A02D90D3E07672F99D45281B67BB5563C606E1E37CC93A4,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,41F3C70676FA95DCA5B6422ECC5CC1EDB6D032BA8BA2003B8BFA79D307275194,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3176,420F9DEC187F2ADF0FA0BDA4A9DC0ECA423F72E104F7039FF4C1B30CD391CF51,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,4217A11DB8D7624A42D84672738754AFE55851030776756DF444C3CF639B0F0F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,425C876075FBEC416DB4605A915DFE0BBF7CF95DBEF4433A4D7F74B5B919302B,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,42D2E46AD3D4872F8BC8CFBD81505DAB808909DE752DEEEFEE24F57BF7F15045,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,42ECB1FA640A37833FF7171004A94C9C6648096BC843327A505FA53A2BDF87C2,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,4306B8C7FB9BCB8262C65D081D24CF6D6A55CA931DE32530DB77CCF5CC431C3D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,43162811BC74450143256E1EFD5BB28E7021747174C048FD8523B61E57D53FBC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,4357A4B47C7173D4E97FCC2BE7DF30F25677F74380CFE6404C7C3933497CEB72,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,43591786CED8C78AE13CF00C5A4BC8B54A0AA94EA995E1AACF6A280F9955BA0F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,4381D87D817A82A7664C3B0472AD40FA6CF9C7AC58AA7CD243F37D7B889CAC34,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,43827BAC3A2E4E42CB9159B5647D11C447C313F49A2AEA306DF1AE4AE5F79A51,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,4392E15A9DE27A197548A5B64F060FAB9CF1A0D584F84EAB8A2D92014B776359,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3192,43AD4A99D8F618B99B33E296A3EE6BE71AB15D34CD15CDDEE05E208D5CD5D09C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,43AEAA15E529BF54487F0E1CEC9EFEE8125F8BC567A8D1377EE80BF84FF4B41C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,43B13FC65AF7130CA383D34958F84FDD8BCBB8D028641FAFAC2115D7A2498B51,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,43B52DB60667B4D3640E61853B8F6DF1443BC42FAD805D27AA6C2E57D07C03C8,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,44076259B277B787735E9DF25457C0F6CBA8F489AAA118A48EF2DB66F39B6708,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,4410B7A0569231AF4BE222ED13EB05D54E80E2CB755C2B28720BFB16850DE23D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,441427FB193375E06336F07FB3BA9CE63B6AC531199686ECE3ADADB0548ACCAF,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,4426A73C44557A459414B809AB425AEB0DD71ECD43CC766FEFD6253B1138CA8A,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,44387D09FC072D88A777C019D4ABE78AEBAE5404EB7C3027AA36A7BA4FB95554,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3287,4443A00DF7AB7B6D0ADB71B396A2FB465EC43F08A7CA4287C94BC3311D4CEE76,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,444E5F849206B1321C212174A4CB7D8781E10E448C218EC28374ACAEB984EBA6,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,446197287A7F98A17A9AC0ACC7C2E62C8DC4A3466531DA5BF3391EB7B4570B94,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,4467F24B8ACE03AB45BA836996FEAFC1725B6CCE4F44DDB76CE3E521B4E67765,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,447F05D3573739BF3EAA347E808D5F857D145E8D6FE268C9C4F0F92E834D6CBC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,44981AA5520829D8BD9B8B6E6190AFC7A744DC2F303CAB2249EB213D4B10885D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,449B2169CFC8C2CC8F7324C4E99E2488B4EA76CB66D68D7A92ABE296BD59FB66,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3322,44AE94B9074C4FD73D5F9B198C9B56A6325F1A5F6062F4F9B9F05140C6451888,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,44C8F024ECFCB96E889CA2A4F2A40F492742889FBA37ADD67B83EE3BAA32F73F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,44DE9FEDBD39F0F3D101FD04C7B631E33637251752BF436CDC1700BF8CA49D3D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,44EF98408EF4BB65A7FF6FCAC4C3D396E183AD6FAEDDCF1901CC20E0F8B8974B,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,450274D53EDBEC8018DC73DF7B6889B37771AF3C30BA72AF49EF0743F6A5D4A6,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,450B0063E94B5754FD685E16DC0B294657AA7595B9B77F0731020C05BF0B5D6C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,4521BC53DF7B9C43C0130688F9BE823A1536FF94290FE61381238FD3441C8DEF,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3356,45259FCF6CBA41D6F43E1D5CD18A8D6B74356EC037845F7B08507BC23AFCB90A,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,452CE28C6CC6E0EED8DD873473678EBE76D104C6FCF99F52696A9B5291473E1C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3361,45302EA7BD009243019D44A16977B93964E660CD1C7C5992225297626342F18C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,453373F3528F0798468F73A007203A74DA61CB71A3F5F7183E735DD41CC8E12B,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,4543C9D3A171E9AA72EAE54D08D470A54ED9E3B3FBC69A210A3A942198A7836A,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,454B0F4F5449BE48F72EF60CF5B685AF36B20B4237B63C3EE6E47364B4B15E0D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,459612192403A08D75102AB4F72AAB9422B426F629031CC3F0D64C62406D5378,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,45A8776BB9F7A880A9027656DF7FA363F23DDF7DAFAD3A845D05734E9FA89616,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3388,45C09991012F9AF872CA31E701829A48BD3C21044E648B06BE9C97BC4AEEB844,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,45C362E04AEA611EC00F85D8F699970CDF7B00C573AE23803BE3383A6114BB63,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,45FDED4139C78A8757EE6FBE1DAE0856BD46E3C2C88CE80D1A1C20228BC27548,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3402,46259A574CD86C4679E73384ED1C3EEB95F05DCC9368EEE3D0BAE4A6D2D58FAE,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,4656F249924C55302F2B7F277925EC519520A38F74F41DAC0F166208392CB19F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,46866865838D58B1ECF51F274A579F7457592D39DA84ABE98ACCAF2E1F68BEF6,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,468D78773413960CC6B0D532CC8E50340650094D01692D26A5E70ED41DBA0FD1,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,46C9703F7F89109255157A1911CDEA53BC61A38C92B4201C36DFEB3312DF80D9,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,46D6E0FBA334B089B60A35A4822E8BB6C5E0A8BACE329F4E664C06A07C2FAB90,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,46D7BBB347DAFD058BE8FAEF9847F0D68C25D6248700DD79A0006B588A1C01EC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,46FE3790BB36195C4548F7123BE99E7F1E7F8F37F4ECD6F0E14D49B09B1870FB,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,4708D80ADE52097E7304D11B80D0C428D867330C676A3544484066B09D250917,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,47129CC69BBC5FDF76E234DE27EB7707369D62238EEA03F37AAAF17930E3F041,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,474DE1148EB54E28E24AB7AE70C705EE63E718EB7EFB1FB5396E04209C22D589,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,47791F2D0A0E9A6C0C0034CC6718B376757043B1C004182C077A3BFD13B559B7,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,479F0C80E65AA722BCF8BCACCC9FE79935AB3BA6338C7807A57F65CA970BF19C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,47DDFA742BBEF348DEE131CEB27D74A71B5E06CA501E0A17DC7B8EE13A32C204,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,48175C0A8EB9F3E1C76A42B9EC7D0AD2BAC8BBF5C6E682F6FEF2712B8429F74D,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,4820A22BA211D3338C7A26FF2920E9E898B259FD935AB70BAAD8849EF79BE95F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,4829A8F285CB0BA386FE00D3E8F329E32ABD8CD879EE59224B9B78955F3E1DA9,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,483D1B6835985C32CDB26B537DB86BD8CD803695E36AD9AF5DF91674DF1A40B8,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,485CDF36E3133CDA889486CF5E0F86BA3FFF4C0A16B554B8592E63962E5DC30C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,4885C87C98C234A198301D7EF4720854D45C6925BFE2245950879C0F9D663AF7,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,48D9492ABE9CD5E4A9BEB9DC9F7FC826E6434EB0308232D123B7203CDCFF8971,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,48DEF9ED563A3D134882D980CE60F3F4273AB72A9CD5CFAAB29B018A108A1EBF,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,491295837B223C809ECDDC5CB0599A293BA6864F0C06AD2D47854961B2398B74,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,497A90168AC0B0EB6BDD1DF751408426CE1E58EFA31F85BB5AC0A5DE8E067A40,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,499CEFBA39D01EC737CFC5C4075873487F29AEF214F00995C0F3F98C5A312048,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3839,49AC71906C6610613AA14928C64B5345149D935707946634F2F361C6980E3529,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
